user_id,product_id,event_type,timestamp,event_date,product_name,category,price,rating
U1293,P106,purchase,2025-04-25 12:38:56.867090,2025-04-25,iPhone 13,Phones,36.27,3.4
U1051,P144,purchase,2025-02-27 13:28:32.189854,2025-02-27,Almonds,Grocery,100.0,3.1
U1172,P131,purchase,2025-04-27 21:14:13.893467,2025-04-27,Adidas Ultraboost,Clothing,561.38,4.4
U1391,P142,cart,2025-04-13 07:09:33.524797,2025-04-13,Oats,Grocery,405.41,3.4
U1314,P119,cart,2025-03-11 19:06:46.468518,2025-03-11,Razer Blade 15,Laptops,863.09,4.2
U1223,P112,cart,2025-03-20 06:53:48.889780,2025-03-20,HP Spectre x360,Laptops,957.64,3.7
U1433,P150,view,2025-04-02 13:56:10.663436,2025-04-02,Spinach,Grocery,21.37,4.4
U1435,P134,view,2025-04-13 09:30:38.095150,2025-04-13,Zara Men’s Jacket,Clothing,322.3,3.5
U1135,P103,view,2025-03-22 19:50:51.894184,2025-03-22,OnePlus 11,Phones,893.26,3.2
U1293,P125,purchase,2025-03-06 18:44:01.695832,2025-03-06,Breville Espresso Machine,Home Appliances,376.48,3.4
U1319,P147,purchase,2025-04-21 09:44:10.812587,2025-04-21,Milk,Grocery,72.89,3.8
U1367,P154,purchase,2025-04-21 02:56:54.165122,2025-04-21,Frozen Peas,Grocery,459.19,4.9
U1303,P121,view,2025-03-16 00:27:32.520145,2025-03-16,LG Washing Machine,Home Appliances,235.62,3.6
U1290,P151,purchase,2025-03-19 19:41:12.262442,2025-03-19,Cheese,Grocery,684.89,4.1
U1218,P113,cart,2025-03-09 15:41:32.360105,2025-03-09,Lenovo ThinkPad X1 Carbon,Laptops,101.82,3.2
U1039,P141,purchase,2025-04-11 22:23:14.930140,2025-04-11,Brown Bread,Grocery,588.74,4.8
U1258,P151,view,2025-02-27 15:55:57.787056,2025-02-27,Cheese,Grocery,684.89,4.1
U1339,P134,cart,2025-03-08 21:21:55.892825,2025-03-08,Zara Men’s Jacket,Clothing,322.3,3.5
U1212,P125,view,2025-03-09 14:10:13.948280,2025-03-09,Breville Espresso Machine,Home Appliances,376.48,3.4
U1263,P129,purchase,2025-03-03 02:21:19.468020,2025-03-03,Vitamix Blender,Home Appliances,171.77,3.8
U1280,P111,purchase,2025-04-16 07:37:02.199863,2025-04-16,Dell XPS 13,Laptops,346.85,3.3
U1321,P145,purchase,2025-03-07 13:02:17.027574,2025-03-07,Bananas,Grocery,118.55,4.3
U1095,P136,cart,2025-04-06 04:19:46.534978,2025-04-06,Gucci Sneakers,Clothing,877.6,3.6
U1338,P152,purchase,2025-04-01 13:25:07.154577,2025-04-01,Chicken Breast,Grocery,274.16,4.3
U1239,P117,purchase,2025-04-17 07:18:01.505533,2025-04-17,Alienware X17,Laptops,384.75,4.1
U1272,P151,purchase,2025-04-19 09:18:56.748825,2025-04-19,Cheese,Grocery,684.89,4.1
U1393,P158,cart,2025-04-17 15:59:58.054713,2025-04-17,Cereals,Grocery,305.46,4.3
U1289,P146,purchase,2025-03-04 09:04:51.355394,2025-03-04,Eggs,Grocery,794.16,3.8
U1267,P112,cart,2025-03-14 08:29:07.886875,2025-03-14,HP Spectre x360,Laptops,957.64,3.7
U1075,P115,view,2025-03-23 09:03:48.208521,2025-03-23,Asus ROG Zephyrus G14,Laptops,809.06,4.5
U1350,P148,cart,2025-04-05 07:08:12.669368,2025-04-05,Rice,Grocery,996.16,4.1
U1222,P126,cart,2025-04-23 06:39:31.757949,2025-04-23,KitchenAid Stand Mixer,Home Appliances,274.31,4.9
U1425,P158,view,2025-04-26 22:43:51.384037,2025-04-26,Cereals,Grocery,305.46,4.3
U1104,P154,cart,2025-03-20 09:55:05.758596,2025-03-20,Frozen Peas,Grocery,459.19,4.9
U1421,P118,purchase,2025-03-26 01:16:42.287688,2025-03-26,Acer Predator Helios 300,Laptops,831.11,4.2
U1131,P143,purchase,2025-03-13 07:50:45.707444,2025-03-13,Olive Oil,Grocery,997.56,4.0
U1207,P115,view,2025-02-27 13:36:34.260048,2025-02-27,Asus ROG Zephyrus G14,Laptops,809.06,4.5
U1098,P101,view,2025-03-01 01:20:50.455396,2025-03-01,Samsung Galaxy S23,Phones,282.28,3.4
U1423,P119,cart,2025-04-09 02:04:56.830426,2025-04-09,Razer Blade 15,Laptops,863.09,4.2
U1286,P127,cart,2025-03-14 20:59:30.782762,2025-03-14,Instant Pot Pressure Cooker,Home Appliances,651.56,4.2
U1463,P102,view,2025-03-31 10:24:18.974608,2025-03-31,Google Pixel 7,Phones,739.11,4.4
U1139,P108,view,2025-04-13 08:59:19.930974,2025-04-13,Realme GT 2 Pro,Phones,228.24,4.2
U1404,P151,view,2025-03-17 07:48:39.507468,2025-03-17,Cheese,Grocery,684.89,4.1
U1281,P111,purchase,2025-03-10 22:49:34.506395,2025-03-10,Dell XPS 13,Laptops,346.85,3.3
U1021,P146,cart,2025-03-02 23:55:05.060071,2025-03-02,Eggs,Grocery,794.16,3.8
U1010,P103,purchase,2025-03-14 17:14:49.437109,2025-03-14,OnePlus 11,Phones,893.26,3.2
U1042,P120,purchase,2025-04-17 01:06:22.394917,2025-04-17,Samsung 4K LED TV,Home Appliances,707.53,3.1
U1443,P104,purchase,2025-04-14 19:32:21.447747,2025-04-14,Xiaomi Redmi Note 12,Phones,427.7,3.1
U1208,P157,cart,2025-04-02 12:47:49.175945,2025-04-02,Cucumber,Grocery,913.5,4.7
U1336,P156,view,2025-04-27 16:11:36.785207,2025-04-27,Carrots,Grocery,505.58,3.4
U1482,P153,purchase,2025-03-28 11:23:57.172517,2025-03-28,Canned Beans,Grocery,120.44,3.9
U1071,P115,view,2025-03-29 09:48:02.565584,2025-03-29,Asus ROG Zephyrus G14,Laptops,809.06,4.5
U1376,P132,purchase,2025-03-15 21:05:10.925108,2025-03-15,Levi’s 501 Jeans,Clothing,844.42,4.6
U1267,P142,purchase,2025-03-11 14:46:41.906162,2025-03-11,Oats,Grocery,405.41,3.4
U1486,P149,purchase,2025-03-10 12:57:21.689237,2025-03-10,Tomatoes,Grocery,971.37,4.7
U1128,P131,purchase,2025-03-15 03:03:44.307014,2025-03-15,Adidas Ultraboost,Clothing,561.38,4.4
U1121,P138,view,2025-03-25 02:14:36.678346,2025-03-25,Lacoste Polo Shirt,Clothing,915.4,3.9
U1413,P120,cart,2025-03-15 19:09:04.809322,2025-03-15,Samsung 4K LED TV,Home Appliances,707.53,3.1
U1299,P147,cart,2025-03-30 00:28:26.228012,2025-03-30,Milk,Grocery,72.89,3.8
U1383,P147,view,2025-03-06 07:23:17.608003,2025-03-06,Milk,Grocery,72.89,3.8
U1216,P113,view,2025-03-23 16:09:08.498883,2025-03-23,Lenovo ThinkPad X1 Carbon,Laptops,101.82,3.2
U1089,P113,purchase,2025-04-07 14:32:55.656459,2025-04-07,Lenovo ThinkPad X1 Carbon,Laptops,101.82,3.2
U1225,P126,view,2025-03-11 11:34:53.358783,2025-03-11,KitchenAid Stand Mixer,Home Appliances,274.31,4.9
U1301,P103,cart,2025-04-18 10:41:00.258668,2025-04-18,OnePlus 11,Phones,893.26,3.2
U1191,P144,purchase,2025-03-09 11:08:20.522245,2025-03-09,Almonds,Grocery,100.0,3.1
U1162,P134,cart,2025-03-23 13:18:03.577499,2025-03-23,Zara Men’s Jacket,Clothing,322.3,3.5
U1349,P115,purchase,2025-04-01 02:23:28.828316,2025-04-01,Asus ROG Zephyrus G14,Laptops,809.06,4.5
U1450,P150,purchase,2025-04-08 13:51:43.420584,2025-04-08,Spinach,Grocery,21.37,4.4
U1185,P130,purchase,2025-04-04 14:59:54.232121,2025-04-04,Nike Air Max,Clothing,989.63,4.3
U1420,P119,view,2025-04-18 22:37:00.501110,2025-04-18,Razer Blade 15,Laptops,863.09,4.2
U1495,P157,purchase,2025-03-12 04:42:21.587559,2025-03-12,Cucumber,Grocery,913.5,4.7
U1430,P147,purchase,2025-02-27 14:48:38.134110,2025-02-27,Milk,Grocery,72.89,3.8
U1481,P103,purchase,2025-04-23 01:52:02.402775,2025-04-23,OnePlus 11,Phones,893.26,3.2
U1403,P142,view,2025-04-07 06:10:02.309866,2025-04-07,Oats,Grocery,405.41,3.4
U1282,P124,cart,2025-04-05 05:19:41.634367,2025-04-05,Dyson Vacuum Cleaner,Home Appliances,639.33,3.7
U1490,P144,cart,2025-04-16 16:53:24.120725,2025-04-16,Almonds,Grocery,100.0,3.1
U1415,P143,view,2025-04-01 00:11:14.777998,2025-04-01,Olive Oil,Grocery,997.56,4.0
U1443,P115,purchase,2025-04-07 08:06:16.555757,2025-04-07,Asus ROG Zephyrus G14,Laptops,809.06,4.5
U1198,P100,purchase,2025-04-25 15:29:31.748969,2025-04-25,iPhone 14,Phones,643.03,3.1
U1201,P159,purchase,2025-04-24 02:27:21.383564,2025-04-24,Yogurt,Grocery,612.88,3.3
U1130,P119,view,2025-03-17 00:19:16.455694,2025-03-17,Razer Blade 15,Laptops,863.09,4.2
U1421,P148,view,2025-04-22 12:11:35.701490,2025-04-22,Rice,Grocery,996.16,4.1
U1107,P155,purchase,2025-03-11 22:42:02.811528,2025-03-11,Grapes,Grocery,877.09,3.5
U1468,P128,purchase,2025-03-11 06:41:32.202499,2025-03-11,Ninja Air Fryer,Home Appliances,179.43,4.5
U1450,P151,purchase,2025-03-04 16:21:47.027873,2025-03-04,Cheese,Grocery,684.89,4.1
U1208,P150,view,2025-03-24 20:28:20.196878,2025-03-24,Spinach,Grocery,21.37,4.4
U1443,P105,purchase,2025-03-02 07:50:49.139200,2025-03-02,Samsung Galaxy Z Fold 5,Phones,226.45,4.0
U1481,P131,cart,2025-03-19 13:49:25.209172,2025-03-19,Adidas Ultraboost,Clothing,561.38,4.4
U1211,P159,purchase,2025-03-01 21:31:10.557339,2025-03-01,Yogurt,Grocery,612.88,3.3
U1367,P127,purchase,2025-03-04 03:47:31.903975,2025-03-04,Instant Pot Pressure Cooker,Home Appliances,651.56,4.2
U1419,P106,purchase,2025-03-15 02:51:21.568868,2025-03-15,iPhone 13,Phones,36.27,3.4
U1357,P116,purchase,2025-04-09 11:08:09.785811,2025-04-09,MacBook Air M2,Laptops,540.87,4.9
U1180,P126,purchase,2025-03-12 12:42:06.575143,2025-03-12,KitchenAid Stand Mixer,Home Appliances,274.31,4.9
U1416,P135,purchase,2025-03-06 20:34:39.952083,2025-03-06,Uniqlo Women’s Dress,Clothing,218.87,4.9
U1232,P144,view,2025-04-22 21:35:10.846170,2025-04-22,Almonds,Grocery,100.0,3.1
U1026,P141,purchase,2025-03-15 02:28:41.457489,2025-03-15,Brown Bread,Grocery,588.74,4.8
U1322,P128,purchase,2025-04-01 07:46:15.241270,2025-04-01,Ninja Air Fryer,Home Appliances,179.43,4.5
U1069,P100,cart,2025-03-29 22:41:42.313989,2025-03-29,iPhone 14,Phones,643.03,3.1
U1321,P119,cart,2025-03-12 22:13:39.998834,2025-03-12,Razer Blade 15,Laptops,863.09,4.2
U1042,P107,view,2025-04-04 11:28:53.667825,2025-04-04,Motorola Edge 30,Phones,653.39,4.1
U1264,P145,purchase,2025-04-04 10:19:23.799256,2025-04-04,Bananas,Grocery,118.55,4.3
U1425,P141,purchase,2025-04-23 10:16:22.212409,2025-04-23,Brown Bread,Grocery,588.74,4.8
U1433,P138,purchase,2025-03-26 14:39:27.538887,2025-03-26,Lacoste Polo Shirt,Clothing,915.4,3.9
U1405,P160,cart,2025-03-16 08:05:12.945612,2025-03-16,Butter,Grocery,764.89,4.1
U1244,P155,purchase,2025-04-11 11:33:08.605342,2025-04-11,Grapes,Grocery,877.09,3.5
U1133,P111,purchase,2025-03-30 22:39:58.878051,2025-03-30,Dell XPS 13,Laptops,346.85,3.3
U1423,P120,purchase,2025-03-12 15:34:45.773059,2025-03-12,Samsung 4K LED TV,Home Appliances,707.53,3.1
U1101,P105,cart,2025-04-15 00:19:26.298258,2025-04-15,Samsung Galaxy Z Fold 5,Phones,226.45,4.0
U1093,P125,purchase,2025-04-26 19:20:26.664580,2025-04-26,Breville Espresso Machine,Home Appliances,376.48,3.4
U1483,P153,purchase,2025-03-31 23:53:48.146587,2025-03-31,Canned Beans,Grocery,120.44,3.9
U1114,P101,purchase,2025-04-12 12:59:16.409235,2025-04-12,Samsung Galaxy S23,Phones,282.28,3.4
U1472,P135,purchase,2025-03-03 09:34:32.699207,2025-03-03,Uniqlo Women’s Dress,Clothing,218.87,4.9
U1320,P114,purchase,2025-04-21 19:54:36.136699,2025-04-21,Microsoft Surface Laptop 4,Laptops,849.02,4.2
U1498,P129,view,2025-04-10 07:54:34.846105,2025-04-10,Vitamix Blender,Home Appliances,171.77,3.8
U1359,P154,view,2025-03-01 21:54:40.090278,2025-03-01,Frozen Peas,Grocery,459.19,4.9
U1205,P139,cart,2025-04-17 05:39:22.151052,2025-04-17,Tommy Hilfiger Sweater,Clothing,272.23,3.5
U1133,P109,view,2025-03-16 00:56:34.120560,2025-03-16,Oppo Find X5,Phones,811.34,3.0
U1188,P110,purchase,2025-04-11 13:47:32.225901,2025-04-11,"MacBook Pro 16""",Laptops,807.76,4.4
U1060,P100,purchase,2025-04-16 22:35:40.412454,2025-04-16,iPhone 14,Phones,643.03,3.1
U1222,P149,purchase,2025-04-14 03:18:47.073642,2025-04-14,Tomatoes,Grocery,971.37,4.7
U1232,P152,purchase,2025-04-21 06:19:21.057420,2025-04-21,Chicken Breast,Grocery,274.16,4.3
U1060,P114,purchase,2025-04-04 19:39:48.037418,2025-04-04,Microsoft Surface Laptop 4,Laptops,849.02,4.2
U1097,P160,purchase,2025-03-16 10:16:55.170275,2025-03-16,Butter,Grocery,764.89,4.1
U1400,P117,view,2025-03-11 10:46:47.783885,2025-03-11,Alienware X17,Laptops,384.75,4.1
U1253,P124,view,2025-04-14 04:36:21.794495,2025-04-14,Dyson Vacuum Cleaner,Home Appliances,639.33,3.7
U1438,P113,purchase,2025-04-16 18:27:32.447127,2025-04-16,Lenovo ThinkPad X1 Carbon,Laptops,101.82,3.2
U1421,P118,purchase,2025-03-20 14:05:58.512925,2025-03-20,Acer Predator Helios 300,Laptops,831.11,4.2
U1096,P126,view,2025-04-20 01:19:51.556670,2025-04-20,KitchenAid Stand Mixer,Home Appliances,274.31,4.9
U1405,P109,view,2025-03-20 02:56:18.470313,2025-03-20,Oppo Find X5,Phones,811.34,3.0
U1499,P116,view,2025-04-02 01:09:21.911856,2025-04-02,MacBook Air M2,Laptops,540.87,4.9
U1230,P158,view,2025-04-07 06:12:50.926156,2025-04-07,Cereals,Grocery,305.46,4.3
U1298,P143,purchase,2025-03-10 02:15:16.380416,2025-03-10,Olive Oil,Grocery,997.56,4.0
U1043,P100,cart,2025-04-08 09:57:14.996171,2025-04-08,iPhone 14,Phones,643.03,3.1
U1446,P120,purchase,2025-02-28 07:47:18.473076,2025-02-28,Samsung 4K LED TV,Home Appliances,707.53,3.1
U1203,P143,view,2025-03-19 09:37:04.088629,2025-03-19,Olive Oil,Grocery,997.56,4.0
U1196,P145,cart,2025-04-17 04:52:17.853971,2025-04-17,Bananas,Grocery,118.55,4.3
U1305,P116,view,2025-03-24 13:05:34.656880,2025-03-24,MacBook Air M2,Laptops,540.87,4.9
U1285,P103,view,2025-03-15 00:49:06.642343,2025-03-15,OnePlus 11,Phones,893.26,3.2
U1476,P115,cart,2025-04-08 04:21:16.306053,2025-04-08,Asus ROG Zephyrus G14,Laptops,809.06,4.5
U1181,P138,purchase,2025-04-16 06:57:26.258767,2025-04-16,Lacoste Polo Shirt,Clothing,915.4,3.9
U1495,P151,purchase,2025-04-20 16:02:15.845480,2025-04-20,Cheese,Grocery,684.89,4.1
U1383,P151,view,2025-03-01 02:55:21.615416,2025-03-01,Cheese,Grocery,684.89,4.1
U1129,P132,purchase,2025-04-08 02:37:01.431292,2025-04-08,Levi’s 501 Jeans,Clothing,844.42,4.6
U1154,P125,purchase,2025-04-22 01:59:00.261060,2025-04-22,Breville Espresso Machine,Home Appliances,376.48,3.4
U1067,P157,purchase,2025-03-12 23:33:35.844345,2025-03-12,Cucumber,Grocery,913.5,4.7
U1297,P111,view,2025-04-11 21:32:51.128325,2025-04-11,Dell XPS 13,Laptops,346.85,3.3
U1257,P131,purchase,2025-03-13 14:09:10.936828,2025-03-13,Adidas Ultraboost,Clothing,561.38,4.4
U1449,P129,view,2025-03-18 11:53:17.681380,2025-03-18,Vitamix Blender,Home Appliances,171.77,3.8
U1162,P145,purchase,2025-03-03 15:09:24.808535,2025-03-03,Bananas,Grocery,118.55,4.3
U1072,P116,view,2025-03-11 10:14:13.431877,2025-03-11,MacBook Air M2,Laptops,540.87,4.9
U1022,P108,cart,2025-03-08 18:34:54.782515,2025-03-08,Realme GT 2 Pro,Phones,228.24,4.2
U1498,P153,view,2025-02-27 23:20:46.658826,2025-02-27,Canned Beans,Grocery,120.44,3.9
U1184,P159,cart,2025-03-20 21:22:26.084196,2025-03-20,Yogurt,Grocery,612.88,3.3
U1462,P156,view,2025-02-28 07:14:56.140240,2025-02-28,Carrots,Grocery,505.58,3.4
U1424,P148,purchase,2025-03-08 16:06:02.936761,2025-03-08,Rice,Grocery,996.16,4.1
U1264,P120,cart,2025-03-09 05:53:03.732131,2025-03-09,Samsung 4K LED TV,Home Appliances,707.53,3.1
U1084,P120,purchase,2025-04-11 20:21:14.622358,2025-04-11,Samsung 4K LED TV,Home Appliances,707.53,3.1
U1251,P148,purchase,2025-03-25 05:10:39.852185,2025-03-25,Rice,Grocery,996.16,4.1
U1284,P154,purchase,2025-04-22 02:21:34.423324,2025-04-22,Frozen Peas,Grocery,459.19,4.9
U1325,P151,cart,2025-03-08 02:52:22.180481,2025-03-08,Cheese,Grocery,684.89,4.1
U1096,P109,view,2025-03-12 16:22:28.467642,2025-03-12,Oppo Find X5,Phones,811.34,3.0
U1093,P102,cart,2025-03-04 16:07:48.450930,2025-03-04,Google Pixel 7,Phones,739.11,4.4
U1083,P145,cart,2025-03-04 12:30:58.585188,2025-03-04,Bananas,Grocery,118.55,4.3
U1059,P157,purchase,2025-03-15 13:12:31.334397,2025-03-15,Cucumber,Grocery,913.5,4.7
U1020,P128,cart,2025-03-26 18:36:48.786425,2025-03-26,Ninja Air Fryer,Home Appliances,179.43,4.5
U1363,P135,cart,2025-04-09 06:29:17.342152,2025-04-09,Uniqlo Women’s Dress,Clothing,218.87,4.9
U1252,P107,purchase,2025-04-25 19:58:26.688225,2025-04-25,Motorola Edge 30,Phones,653.39,4.1
U1443,P109,view,2025-04-05 10:06:04.141323,2025-04-05,Oppo Find X5,Phones,811.34,3.0
U1047,P113,purchase,2025-02-28 08:02:51.369293,2025-02-28,Lenovo ThinkPad X1 Carbon,Laptops,101.82,3.2
U1092,P153,view,2025-02-28 22:16:46.462625,2025-02-28,Canned Beans,Grocery,120.44,3.9
U1260,P152,view,2025-04-06 04:13:17.119049,2025-04-06,Chicken Breast,Grocery,274.16,4.3
U1456,P142,purchase,2025-02-27 02:56:20.318462,2025-02-27,Oats,Grocery,405.41,3.4
U1298,P100,purchase,2025-04-17 14:53:43.620295,2025-04-17,iPhone 14,Phones,643.03,3.1
U1292,P111,cart,2025-04-17 06:52:16.068376,2025-04-17,Dell XPS 13,Laptops,346.85,3.3
U1039,P115,purchase,2025-04-05 00:39:45.082654,2025-04-05,Asus ROG Zephyrus G14,Laptops,809.06,4.5
U1346,P106,purchase,2025-04-03 03:58:43.331845,2025-04-03,iPhone 13,Phones,36.27,3.4
U1013,P118,purchase,2025-02-28 08:31:14.001474,2025-02-28,Acer Predator Helios 300,Laptops,831.11,4.2
U1348,P107,cart,2025-04-16 06:49:38.683542,2025-04-16,Motorola Edge 30,Phones,653.39,4.1
U1302,P159,purchase,2025-04-05 22:09:46.058076,2025-04-05,Yogurt,Grocery,612.88,3.3
U1428,P120,view,2025-04-18 12:07:00.767917,2025-04-18,Samsung 4K LED TV,Home Appliances,707.53,3.1
U1041,P129,purchase,2025-04-12 14:19:04.399585,2025-04-12,Vitamix Blender,Home Appliances,171.77,3.8
U1337,P130,cart,2025-03-28 08:01:58.522784,2025-03-28,Nike Air Max,Clothing,989.63,4.3
U1489,P117,purchase,2025-02-27 10:15:17.968113,2025-02-27,Alienware X17,Laptops,384.75,4.1
U1002,P121,purchase,2025-04-17 22:13:24.209178,2025-04-17,LG Washing Machine,Home Appliances,235.62,3.6
U1335,P139,purchase,2025-03-11 23:04:31.690028,2025-03-11,Tommy Hilfiger Sweater,Clothing,272.23,3.5
U1166,P160,purchase,2025-04-22 20:05:22.423460,2025-04-22,Butter,Grocery,764.89,4.1
U1375,P158,purchase,2025-04-06 20:23:18.079182,2025-04-06,Cereals,Grocery,305.46,4.3
U1291,P108,view,2025-04-05 14:03:34.291337,2025-04-05,Realme GT 2 Pro,Phones,228.24,4.2
U1024,P151,purchase,2025-04-23 10:35:06.260954,2025-04-23,Cheese,Grocery,684.89,4.1
U1165,P151,view,2025-04-10 13:13:19.178194,2025-04-10,Cheese,Grocery,684.89,4.1
U1036,P135,purchase,2025-04-25 14:55:32.067712,2025-04-25,Uniqlo Women’s Dress,Clothing,218.87,4.9
U1195,P105,cart,2025-03-26 03:07:32.557490,2025-03-26,Samsung Galaxy Z Fold 5,Phones,226.45,4.0
U1091,P115,purchase,2025-03-23 09:30:35.631273,2025-03-23,Asus ROG Zephyrus G14,Laptops,809.06,4.5
U1443,P125,view,2025-03-31 09:47:32.427900,2025-03-31,Breville Espresso Machine,Home Appliances,376.48,3.4
U1436,P113,view,2025-03-08 09:56:57.514742,2025-03-08,Lenovo ThinkPad X1 Carbon,Laptops,101.82,3.2
U1399,P125,view,2025-03-09 12:11:52.651964,2025-03-09,Breville Espresso Machine,Home Appliances,376.48,3.4
U1385,P141,view,2025-04-04 15:04:29.392167,2025-04-04,Brown Bread,Grocery,588.74,4.8
U1152,P131,purchase,2025-03-02 13:29:41.986670,2025-03-02,Adidas Ultraboost,Clothing,561.38,4.4
U1376,P151,purchase,2025-04-05 05:25:50.589713,2025-04-05,Cheese,Grocery,684.89,4.1
U1462,P143,purchase,2025-03-12 07:37:47.487995,2025-03-12,Olive Oil,Grocery,997.56,4.0
U1183,P142,view,2025-03-12 17:19:32.276981,2025-03-12,Oats,Grocery,405.41,3.4
U1188,P132,view,2025-03-07 19:48:49.376760,2025-03-07,Levi’s 501 Jeans,Clothing,844.42,4.6
U1228,P156,cart,2025-04-14 05:10:31.838974,2025-04-14,Carrots,Grocery,505.58,3.4
U1137,P136,purchase,2025-03-21 15:36:24.505694,2025-03-21,Gucci Sneakers,Clothing,877.6,3.6
U1046,P148,cart,2025-02-28 13:19:05.020714,2025-02-28,Rice,Grocery,996.16,4.1
U1188,P139,view,2025-03-15 13:57:57.336605,2025-03-15,Tommy Hilfiger Sweater,Clothing,272.23,3.5
U1322,P127,view,2025-03-30 04:31:34.490618,2025-03-30,Instant Pot Pressure Cooker,Home Appliances,651.56,4.2
U1262,P121,purchase,2025-03-14 06:16:10.373264,2025-03-14,LG Washing Machine,Home Appliances,235.62,3.6
U1346,P114,purchase,2025-03-26 12:36:08.778434,2025-03-26,Microsoft Surface Laptop 4,Laptops,849.02,4.2
U1365,P109,purchase,2025-04-24 19:59:25.022552,2025-04-24,Oppo Find X5,Phones,811.34,3.0
U1269,P140,purchase,2025-03-07 15:37:13.635238,2025-03-07,Organic Avocados,Grocery,565.75,3.5
U1042,P118,cart,2025-04-24 12:12:20.283669,2025-04-24,Acer Predator Helios 300,Laptops,831.11,4.2
U1040,P158,purchase,2025-04-01 17:30:25.185652,2025-04-01,Cereals,Grocery,305.46,4.3
U1153,P109,purchase,2025-04-06 17:35:49.378099,2025-04-06,Oppo Find X5,Phones,811.34,3.0
U1350,P157,cart,2025-04-11 13:14:56.754862,2025-04-11,Cucumber,Grocery,913.5,4.7
U1127,P133,cart,2025-02-28 09:13:53.869338,2025-02-28,H&M Casual Shirt,Clothing,236.76,3.1
U1291,P103,purchase,2025-03-01 03:33:41.382026,2025-03-01,OnePlus 11,Phones,893.26,3.2
U1469,P102,purchase,2025-02-27 11:36:57.647088,2025-02-27,Google Pixel 7,Phones,739.11,4.4
U1261,P127,cart,2025-03-03 16:15:29.576010,2025-03-03,Instant Pot Pressure Cooker,Home Appliances,651.56,4.2
U1237,P142,purchase,2025-04-27 06:56:39.344114,2025-04-27,Oats,Grocery,405.41,3.4
U1416,P116,cart,2025-03-22 08:47:08.602131,2025-03-22,MacBook Air M2,Laptops,540.87,4.9
U1299,P105,purchase,2025-04-13 08:19:29.910648,2025-04-13,Samsung Galaxy Z Fold 5,Phones,226.45,4.0
U1008,P107,purchase,2025-03-16 23:00:32.704724,2025-03-16,Motorola Edge 30,Phones,653.39,4.1
U1236,P111,purchase,2025-03-24 21:46:30.148247,2025-03-24,Dell XPS 13,Laptops,346.85,3.3
U1431,P125,view,2025-04-20 00:07:23.889400,2025-04-20,Breville Espresso Machine,Home Appliances,376.48,3.4
U1213,P156,purchase,2025-04-13 07:31:02.625273,2025-04-13,Carrots,Grocery,505.58,3.4
U1160,P137,purchase,2025-04-11 02:13:12.210804,2025-04-11,Calvin Klein T-Shirt,Clothing,658.88,3.8
U1387,P142,cart,2025-03-15 07:59:46.648868,2025-03-15,Oats,Grocery,405.41,3.4
U1413,P116,cart,2025-04-20 06:27:06.136824,2025-04-20,MacBook Air M2,Laptops,540.87,4.9
U1470,P155,purchase,2025-03-30 07:50:44.826907,2025-03-30,Grapes,Grocery,877.09,3.5
U1108,P111,view,2025-03-07 12:46:52.203254,2025-03-07,Dell XPS 13,Laptops,346.85,3.3
U1309,P116,purchase,2025-03-19 17:07:46.716109,2025-03-19,MacBook Air M2,Laptops,540.87,4.9
U1054,P127,purchase,2025-03-07 04:16:50.992848,2025-03-07,Instant Pot Pressure Cooker,Home Appliances,651.56,4.2
U1002,P125,view,2025-03-15 00:28:21.868056,2025-03-15,Breville Espresso Machine,Home Appliances,376.48,3.4
U1087,P141,cart,2025-04-21 05:38:13.703038,2025-04-21,Brown Bread,Grocery,588.74,4.8
U1354,P125,purchase,2025-04-11 06:43:56.574620,2025-04-11,Breville Espresso Machine,Home Appliances,376.48,3.4
U1494,P147,purchase,2025-03-01 00:01:28.669696,2025-03-01,Milk,Grocery,72.89,3.8
U1249,P119,purchase,2025-04-03 07:49:07.985537,2025-04-03,Razer Blade 15,Laptops,863.09,4.2
U1498,P139,cart,2025-03-14 19:05:56.097185,2025-03-14,Tommy Hilfiger Sweater,Clothing,272.23,3.5
U1344,P144,purchase,2025-04-10 12:31:25.392046,2025-04-10,Almonds,Grocery,100.0,3.1
U1411,P119,view,2025-04-26 21:15:30.326503,2025-04-26,Razer Blade 15,Laptops,863.09,4.2
U1069,P100,view,2025-04-12 17:37:19.207564,2025-04-12,iPhone 14,Phones,643.03,3.1
U1417,P101,purchase,2025-03-14 08:19:40.743191,2025-03-14,Samsung Galaxy S23,Phones,282.28,3.4
U1096,P154,view,2025-04-07 21:07:43.922904,2025-04-07,Frozen Peas,Grocery,459.19,4.9
U1246,P141,view,2025-02-27 09:20:41.586829,2025-02-27,Brown Bread,Grocery,588.74,4.8
U1123,P127,purchase,2025-04-05 14:33:48.496317,2025-04-05,Instant Pot Pressure Cooker,Home Appliances,651.56,4.2
U1439,P150,purchase,2025-03-09 04:14:42.918790,2025-03-09,Spinach,Grocery,21.37,4.4
U1044,P119,purchase,2025-03-08 14:30:29.340631,2025-03-08,Razer Blade 15,Laptops,863.09,4.2
U1075,P130,cart,2025-04-18 21:44:34.953534,2025-04-18,Nike Air Max,Clothing,989.63,4.3
U1059,P110,purchase,2025-03-01 19:57:22.788524,2025-03-01,"MacBook Pro 16""",Laptops,807.76,4.4
U1378,P144,cart,2025-03-27 20:14:10.811100,2025-03-27,Almonds,Grocery,100.0,3.1
